CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2025-02-28;1.02.01.06;Ativos Biológicos;0.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2024-02-28;1.02.01.07;Tributos Diferidos;0.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2025-02-28;1.02.01.07;Tributos Diferidos;29161.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2024-02-28;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;N
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2025-02-28;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;29161.0000000000;N
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2024-02-28;1.02.01.08;Despesas Antecipadas;0.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2025-02-28;1.02.01.08;Despesas Antecipadas;0.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2024-02-28;1.02.01.09;Créditos com Partes Relacionadas;0.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2025-02-28;1.02.01.09;Créditos com Partes Relacionadas;5.0000000000;S
64.904.295/0001-03;2025-02-28;1;CAMIL ALIMENTOS S.A.;024228;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2024-02-28;1.02.01.09.01;Créditos com Coligadas;0.0000000000;S
